gene	P(rec)	rank	class		
SIPA1L3	0.109639923	9294	NA		
SIRPB1	0.094307901	12007	NA		
SIRPB2	0.087065201	12817	NA		
SIRPG	0.086423612	12892	NA		
SIRT1	0.622428902	571	NA		
SIRT2	0.337036227	1759	NA		
SIRT3	0.133882686	6378	NA		
SIRT5	0.162467573	4766	NA		
SIRT6	0.175266069	4282	NA		
SIRT7	0.14089738	5893	NA		
SIT1	0.099762804	11200	NA		
SIVA1	0.156295983	4991	NA		
SIX1	0.235212278	2849	NA		
SIX2	0.162965196	4740	NA		
SIX3	0.218373455	3177	NA		
SIX4	0.122066938	7405	NA		
SIX5	0.190781819	3831	NA		
SIX6	0.12485986	7097	recessive		
SKAP1	0.106309837	10025	NA		
SKAP2	0.262416384	2453	NA		
SKI	0.152448509	5228	NA		
SKIV2L2	0.156282769	4994	NA		
SKP2	0.228253254	2999	NA		
SLA	0.329337279	1799	NA		
SLA2	0.234252696	2868	NA		
SLAIN1	0.112468083	8729	NA		
SLAIN2	0.109617461	9299	NA		
SLAMF1	0.2462569	2674	NA		
SLAMF6	0.111860372	8815	NA		
SLAMF7	0.213940472	3270	NA		
SLAMF8	0.105998441	10073	NA		
SLAMF9	0.063540354	13948	NA		
SLBP	0.079167886	13424	NA		
SLC10A1	0.348349544	1672	NA		
SLC10A2	0.320083772	1867	NA		
SLC10A3	0.13229792	6502	NA		
SLC10A6	0.104995557	10275	NA		
SLC10A7	0.112034093	8788	NA		
SLC11A1	0.338585607	1742	NA		
SLC11A2	0.38199753	1451	recessive		
SLC12A1	0.104732098	10332	recessive		
SLC12A2	0.314526175	1923	NA		
SLC12A3	0.27772754	2268	recessive		
SLC12A4	0.272413422	2331	NA		
SLC12A5	0.152580161	5216	NA		
SLC12A6	0.262217036	2455	recessive		
SLC12A9	0.158069543	4929	NA		
SLC13A1	0.144984187	5643	NA		
SLC13A3	0.173486864	4344	NA		
SLC13A4	0.16063654	4825	NA		
SLC13A5	0.120785032	7543	NA		
SLC14A1	0.281179612	2210	NA		
SLC14A2	0.17911622	4153	NA		
SLC15A1	0.196475891	3662	NA		
SLC15A2	0.170760194	4434	NA		
SLC15A3	0.094409103	11991	NA		
SLC15A4	0.094079031	12045	NA		
SLC16A1	0.186127262	3965	NA		
SLC16A10	0.10491823	10289	NA		
SLC16A11	0.101690996	10887	NA		
SLC16A12	0.121418537	7471	NA		
SLC16A13	0.107003301	9874	NA		
SLC16A14	0.10389124	10496	NA		
SLC16A2	0.214703255	3255	NA		
SLC16A3	0.10972094	9278	NA		
SLC16A4	0.089139005	12614	NA		
SLC16A6	0.115929769	8124	NA		
SLC16A7	0.15427051	5130	NA		
SLC16A8	0.099328399	11271	NA		
SLC16A9	0.119866379	7633	NA		
SLC17A1	0.136795518	6145	NA		
SLC17A2	0.103918613	10489	NA		
SLC17A3	0.09453108	11969	NA		
SLC17A4	0.135422799	6255	NA		
SLC17A5	0.25647304	2538	recessive		
SLC17A6	0.285950611	2164	NA		
SLC17A7	0.249744491	2619.5	NA		
SLC17A8	0.141997761	5841	NA		
SLC18A1	0.205102928	3448	NA		
SLC18A2	0.214188159	3265	NA		
SLC19A2	0.159126942	4887	recessive		
SLC19A3	0.143414091	5720	NA		
SLC1A1	0.366705526	1535	NA		
SLC1A2	0.385338623	1432	NA		
SLC1A3	0.539950684	799	NA		
SLC1A4	0.173180513	4357	NA		
SLC1A5	0.235628803	2840	NA		
SLC1A7	0.119571598	7664	NA		
SLC20A1	0.170455249	4467	NA		
SLC20A2	0.175878665	4262	NA		
SLC22A1	0.204760292	3459	NA		
SLC22A11	0.101139355	10967	NA		
SLC22A12	0.140769859	5906	recessive		
SLC22A13	0.108209792	9608	NA		
SLC22A14	0.062134778	13969	lof-tolerant		
SLC22A15	0.11257032	8715	NA		
SLC22A16	0.152055362	5246	NA		
SLC22A17	0.127798228	6859	NA		
SLC22A23	0.110301329	9149	NA		
SLC22A3	0.172952617	4369	NA		
SLC22A4	0.101757802	10874	NA		
SLC22A5	0.28558205	2169	recessive		
SLC22A6	0.190197246	3847	NA		
SLC22A8	0.186636528	3930	NA		
SLC23A1	0.148522495	5435	NA		
SLC23A2	0.163060049	4723	NA		
SLC23A3	0.112086705	8780	NA		
SLC24A1	0.095370161	11843	NA		
SLC24A2	0.110667865	9071	NA		
SLC24A3	0.117302502	7950	NA		
SLC24A4	0.149620909	5343	recessive		
SLC24A5	0.193731999	3753	NA		
SLC25A1	0.321485335	1852	NA		
SLC25A10	0.127216444	6919	NA		
SLC25A11	0.318027203	1885	NA		
SLC25A12	0.154274892	5129	NA		
SLC25A13	0.452181174	1095	recessive		
SLC25A14	0.128874341	6781	NA		
SLC25A16	0.126725048	6953	NA		
SLC25A17	0.116318938	8072	NA		
SLC25A19	0.178242129	4173	NA		
SLC25A2	0.146062129	5584	NA		
SLC25A20	0.228247472	3000	recessive		
SLC25A21	0.267394723	2394	NA		
SLC25A22	0.121559138	7453	recessive		
SLC25A23	0.10569319	10135	NA		
SLC25A24	0.113952934	8366	NA		
SLC25A25	0.095944475	11750	NA		
SLC25A26	0.090771064	12435	NA		
SLC25A27	0.146883424	5523	NA		
SLC25A28	0.148962011	5392	NA		
SLC25A29	0.154069347	5145	NA		
SLC25A3	0.226724179	3023	NA		
SLC25A30	0.101926335	10840	NA		
SLC25A31	0.125704582	7033	NA		
SLC25A32	0.127836494	6856	NA		
SLC25A33	0.087639551	12762	NA		
SLC25A34	0.110651879	9073	NA		
SLC25A36	0.107910982	9663	NA		
SLC25A37	0.11320982	8458	NA		
SLC25A38	0.116834899	8009	NA		
SLC25A39	0.106749638	9929	NA		
SLC25A4	0.413369372	1274.5	NA		
SLC25A40	0.126126989	7000	NA		
SLC25A41	0.107769835	9704	NA		
SLC25A42	0.110442253	9124	NA		
SLC25A44	0.112629347	8624	NA		
SLC25A45	0.069568041	13810	NA		
SLC25A46	0.107363606	9787	NA		
SLC25A5	0.499221788	919	NA		
SLC25A6	0.439566359	1141.5	NA		
SLC26A1	0.1733161	4350	NA		
SLC26A10	0.100019984	11145	NA		
SLC26A11	0.10947266	9327	NA		
SLC26A2	0.19429972	3740	recessive		
SLC26A3	0.25112868	2599	recessive		
SLC26A4	0.438816695	1149	recessive		
SLC26A5	0.309839662	1956	NA		
SLC26A6	0.244900351	2696.5	NA		
SLC26A7	0.127225791	6917	NA		
SLC26A8	0.106072259	10061	NA		
SLC26A9	0.116514672	8044	NA		
SLC27A1	0.249623346	2628	NA		
SLC27A2	0.181450878	4086	NA		
SLC27A3	0.1074777	9767	NA		
SLC27A4	0.187232951	3911	NA		
SLC27A5	0.149757877	5338	NA		
SLC27A6	0.088706084	12665	NA		
SLC28A1	0.170516613	4439	NA		
SLC28A2	0.151428889	5276	NA		
SLC28A3	0.116845708	8003	NA		
SLC29A1	0.222089565	3094	NA		
SLC29A2	0.170937949	4429	NA		
SLC29A3	0.134829958	6303	NA		
SLC29A4	0.129653069	6727	NA		
SLC2A1	0.788618511	260	NA		
SLC2A10	0.179994099	4124	recessive		
SLC2A11	0.178958597	4156	NA		
SLC2A12	0.137556309	6105	NA		
SLC2A13	0.18971478	3859	NA		
SLC2A14	0.127938264	6845	NA		
SLC2A2	0.730534403	358	recessive		
SLC2A3	0.149714058	5339	NA		
SLC2A4	0.13952819	5983	NA		
SLC2A4RG	0.213306432	3277	NA		
SLC2A5	0.371278368	1518	NA		
SLC2A6	0.119175489	7698	NA		
SLC2A7	0.173456293	4346	NA		
SLC2A8	0.194607982	3704	NA		
SLC30A1	0.210123284	3338	NA		
SLC30A10	0.124832617	7102	NA		
SLC30A2	0.158793395	4901	NA		
SLC30A3	0.158639357	4906	NA		
SLC30A4	0.124708573	7112	NA		
SLC30A5	0.131877297	6527	NA		
SLC30A6	0.099687722	11215	NA		
SLC30A7	0.122286851	7376	NA		
SLC30A8	0.189509848	3862	NA		
SLC30A9	0.134400922	6334	NA		
SLC31A1	0.122319151	7371	NA		
SLC31A2	0.098050266	11455	NA		
SLC32A1	0.168634405	4530	NA		
SLC34A1	0.287844067	2141	NA		
SLC34A3	0.17333781	4348	NA		
SLC35A2	0.422203746	1219	NA		
SLC35A3	0.107325336	9796	NA		
SLC35A4	0.10315532	10631	NA		
SLC35B1	0.074124087	13651	NA		
SLC35B3	0.110883692	9032	NA		
SLC35B4	0.105546459	10159	NA		
SLC35C1	0.120491584	7569	recessive		
SLC35C2	0.098583716	11376	NA		
SLC35D2	0.122358648	7367	NA		
SLC35D3	0.114344071	8320	NA		
SLC35E1	0.123788961	7209	NA		
SLC35E3	0.10248583	10756	NA		
SLC35F1	0.108093798	9634	NA		
SLC35F2	0.104876737	10299	NA		
SLC35F3	0.078463044	13461	NA		
SLC35F4	0.106919621	9891	NA		
SLC35F5	0.099827687	11184	NA		
SLC36A1	0.149217982	5361	NA		
SLC36A2	0.097016167	11605	NA		
SLC36A3	0.099777271	11197	NA		
SLC37A1	0.135605731	6247	NA		
SLC37A2	0.116118361	8100	NA		
SLC37A3	0.117182301	7966	NA		
SLC37A4	0.324830995	1828	recessive		
SLC38A1	0.148396896	5440	NA		
SLC38A10	0.094543572	11967	NA		
SLC38A2	0.120793997	7542	NA		
SLC38A3	0.182365965	4062	NA		
SLC38A4	0.164453018	4671	NA		
SLC38A5	0.241566281	2741	NA		
SLC38A6	0.286597073	2156	NA		
SLC38A7	0.106689965	9940	NA		
SLC39A1	0.231234201	2926	NA		
SLC39A10	0.115123906	8213	NA		
SLC39A11	0.111920878	8806	NA		
SLC39A12	0.092052833	12291	NA		
SLC39A13	0.123689499	7247	NA		
SLC39A14	0.153119329	5182	NA		
SLC39A2	0.092734052	12217	NA		
SLC39A3	0.11701921	7979	NA		
SLC39A4	0.127253985	6914	recessive		
SLC39A6	0.123462141	7262	NA		
SLC39A8	0.127505539	6890	NA		
SLC39A9	0.111360363	8923	NA		
SLC3A1	0.43231458	1170	recessive		
SLC3A2	0.41835337	1243	NA		
SLC40A1	0.25834175	2508	NA		
SLC41A1	0.118095035	7840.5	NA		
SLC41A2	0.109148781	9393	NA		
SLC41A3	0.086245325	12910	NA		
SLC43A1	0.115729013	8147	NA		
SLC43A2	0.125475454	7050	NA		
SLC43A3	0.097068512	11597	NA		
SLC44A1	0.136913819	6137	NA		
SLC44A2	0.113075581	8479	NA		
SLC44A3	0.093555965	12103	NA		
SLC44A5	0.09662923	11664	NA		
SLC45A1	0.115589801	8163	NA		
SLC45A2	0.585492365	662	recessive		
SLC45A3	0.133033046	6441	NA		
SLC45A4	0.093558771	12102	NA		
SLC46A1	0.155580483	5076	NA		
SLC46A2	0.108007958	9649	NA		
SLC47A1	0.090187819	12511	NA		
SLC47A2	0.086968844	12826	NA		
SLC4A1	0.577467232	685	NA		
SLC4A10	0.117544053	7925	NA		
SLC4A11	0.134300414	6348	recessive		
SLC4A1AP	0.092318311	12259	NA		
SLC4A3	0.296453865	2058	NA		
SLC4A4	0.321383977	1855	recessive		
SLC4A5	0.152399468	5231	NA		
SLC4A7	0.171027611	4425	NA		
SLC4A8	0.116991825	7981	NA		
SLC4A9	0.16629427	4611	NA		
SLC5A1	0.404706544	1315	recessive		
SLC5A10	0.128669185	6797	NA		
SLC5A11	0.148124104	5449	NA		
SLC5A12	0.086337406	12903	NA		
SLC5A2	0.192057149	3795	recessive		
SLC5A3	0.380858957	1456	NA		
SLC5A4	0.112402523	8736	NA		
SLC5A7	0.21418422	3266	NA		
SLC5A8	0.196289013	3667	NA		
SLC6A1	0.239842845	2766.5	NA		
SLC6A11	0.14310961	5736	NA		
SLC6A12	0.131244543	6581	NA		
SLC6A13	0.142715746	5754	NA		
SLC6A14	0.11942942	7678	NA		
SLC6A15	0.11240261	8735	NA		
SLC6A16	0.064884921	13924	NA		
SLC6A17	0.112785273	8521.5	NA		
SLC6A18	0.10731955	9799	lof-tolerant		
SLC6A19	0.164521357	4668	recessive		
SLC6A2	0.25220022	2589	NA		
SLC6A20	0.121749975	7431	NA		
SLC6A3	0.371718889	1511	NA		
SLC6A4	0.558721188	738	NA		
SLC6A5	0.122477799	7352	NA		
SLC6A7	0.512515968	875	NA		
SLC6A8	0.093017379	12178	recessive		
SLC6A9	0.184307597	4010	NA		
SLC7A1	0.304560126	1986	NA		
SLC7A10	0.126505248	6972	NA		
SLC7A11	0.195034136	3692	NA		
SLC7A13	0.143710352	5711	NA		
SLC7A14	0.123059701	7292	NA		
SLC7A2	0.138826908	6030	NA		
SLC7A3	0.151441949	5274	NA		
SLC7A4	0.141307355	5874	NA		
SLC7A5	0.25103856	2602.5	NA		
SLC7A5P1	0.25103856	2602.5	NA		
SLC7A6	0.101623743	10897	NA		
SLC7A7	0.162776668	4748	recessive		
SLC7A8	0.125631932	7040	NA		
SLC7A9	0.273258792	2318	recessive		
SLC8A1	0.221025674	3107	NA		
SLC8A2	0.141810651	5846	NA		
SLC8A3	0.157321579	4958	NA		
SLC9A1	0.459732788	1061	NA		
SLC9A10	0.052021961	14054	NA		
SLC9A11	0.059905357	13990	NA		
SLC9A2	0.188613024	3884	NA		
SLC9A3	0.099106799	11300	NA		
SLC9A3R1	0.498275019	922	NA		
SLC9A3R2	0.236780319	2822	NA		
SLC9A4	0.10690101	9897	NA		
SLC9A5	0.126129741	6999	NA		
SLC9A6	0.112247423	8760	NA		
SLC9A7	0.140896499	5895	NA		
SLC9A8	0.151074084	5290	NA		
SLCO1A2	0.083498308	13129	NA		
SLCO1B1	0.198215186	3631	NA		
SLCO1B3	0.155751352	5068	NA		
SLCO1C1	0.089048922	12628	NA		
SLCO2A1	0.176344299	4249	NA		
SLCO2B1	0.177790744	4204	NA		
SLCO3A1	0.146486029	5555	NA		
SLCO4A1	0.142635021	5760	NA		
SLCO4C1	0.083771197	13113	NA		
SLCO5A1	0.101968961	10830	NA		
SLCO6A1	0.721080898	377	NA		
SLFN12	0.069566181	13811	NA		
SLFN13	0.06727666	13877	NA		
SLIT1	0.133208067	6426	NA		
SLIT2	0.218023029	3185	NA		
SLIT3	0.130424694	6635	NA		
SLITRK2	0.116916446	7989	NA		
SLITRK3	0.109266299	9366	NA		
SLITRK4	0.112273827	8754	NA		
SLITRK5	0.122241764	7383	NA		
SLITRK6	0.111273481	8941	NA		
SLK	0.125514492	7047	NA		
SLMAP	0.115096908	8221	NA		
SLMO1	0.107851153	9683	NA		
SLPI	0.41071889	1287	NA		
SLTM	0.132675072	6469	NA		
SLU7	0.124837585	7101	NA		
SLURP1	0.541329828	790	recessive		
SMAD1	0.230213311	2947	NA		
SMAD2	0.843624565	188	NA		
SMAD3	0.776806691	282	NA		
SMAD4	0.796417599	251	NA		
SMAD5	0.239842845	2766.5	NA		
SMAD6	0.259680749	2495	NA		
SMAD7	0.363509034	1552	NA		
SMAD9	0.18474854	3996	NA		
SMAP2	0.106941775	9885	NA		
SMARCA1	0.112629347	8624	NA		
SMARCA2	0.516365677	866	NA		
SMARCA4	0.506281014	887	NA		
SMARCA5	0.360044937	1577	NA		
SMARCAD1	0.246511834	2671	NA		
SMARCAL1	0.120743181	7549	recessive		
SMARCB1	0.297654496	2048	NA		
SMARCC2	0.137985165	6080	NA		
SMARCD1	0.142298242	5803	NA		
SMARCD2	0.11285447	8512	NA		
SMARCD3	0.186193481	3952.5	NA		
SMARCE1	0.178212948	4182.5	NA		
SMC1A	0.250815172	2604	NA		
SMC1B	0.08472839	13031	NA		
SMC2	0.387119873	1421	NA		
SMC3	0.098853012	11343	NA		
SMC4	0.276379558	2288	NA		
SMC5	0.115843699	8133	NA		
SMC6	0.113180448	8463	NA		
SMCHD1	0.114212315	8340	NA		
SMCP	0.206647978	3408	NA		
SMCR7	0.107262358	9809	NA		
SMCR7L	0.09986769	11174	NA		
SMEK2	0.105448314	10177	NA		
SMG5	0.126201515	6993	NA		
SMG6	0.148537483	5433	NA		
SMG7	0.114038894	8354	NA		
SMN1	0.229726026	2966	recessive		
SMN2	0.130794014	6606	NA		
SMNDC1	0.108845996	9463.5	NA		
SMO	0.411862353	1284	NA		
SMOC1	0.130856509	6599	NA		
SMPD1	0.414209302	1268	recessive		
SMPD2	0.292938488	2082	NA		
SMPD3	0.183032354	4046	NA		
SMPD4	0.101886333	10851	NA		
SMPDL3A	0.125934244	7017	NA		
SMPX	0.118095035	7840.5	NA		
SMS	0.108796686	9473	recessive		
SMTN	0.134761209	6311	NA		
SMU1	0.141639889	5858	NA		
SMUG1	0.174395408	4317	NA		
SMURF1	0.168611854	4532	NA		
SMURF2	0.183391141	4032	NA		
SMYD1	0.093358922	12122	NA		
SMYD2	0.108948097	9445	NA		
SMYD3	0.1135409	8415	NA		
SMYD5	0.106375419	10011	NA		
SNAI1	0.331262002	1789	NA		
SNAI2	0.326289682	1819.5	NA		
SNAI3	0.128012091	6836	NA		
SNAP23	0.148066554	5453	NA		
SNAP25	0.394272838	1366	NA		
SNAP29	0.146295211	5565	recessive		
SNAP47	0.097371406	11551	NA		
SNAP91	0.147088628	5515	NA		
SNAPC1	0.105093196	10248	NA		
SNAPC2	0.097238193	11576	NA		
SNAPC3	0.10767768	9719	NA		
SNAPC4	0.085047502	13004	NA		
SNAPC5	0.112629347	8624	NA		
SNAPIN	0.155444062	5084	NA		
SNCA	0.415598265	1259	NA		
SNCAIP	0.170525468	4438	NA		
SNCB	0.220858067	3124	NA		
SNCG	0.113375278	8434	NA		
SND1	0.12655676	6967	NA		
SNED1	0.132862458	6453	NA		
SNF8	0.112330556	8745	NA		
SNIP1	0.097325844	11557	NA		
SNN	0.123788961	7209	NA		
SNRK	0.130982475	6597	NA		
SNRNP200	0.168464291	4535	NA		
SNRNP25	0.090220603	12508	NA		
SNRNP27	0.055827271	14029	NA		
SNRNP40	0.170502808	4452	NA		
SNRNP70	0.249744491	2619.5	NA		
SNRPA	0.290049861	2116	NA		
SNRPA1	0.135884977	6209	NA		
SNRPB	0.174945235	4296	NA		
SNRPB2	0.123094456	7285	NA		
SNRPC	0.083519471	13126	NA		
SNRPD1	0.239842845	2766.5	NA		
SNRPD3	0.202974773	3509.5	NA		
SNRPE	0.466104447	1039.5	NA		
SNRPEL1	0.466104447	1039.5	NA		
SNRPG	0.123460474	7263	NA		
SNRPN	0.400442993	1334.5	NA		
SNTA1	0.133129689	6434	NA		
SNTB1	0.148046624	5454	NA		
SNTB2	0.139822804	5970	NA		
SNTG1	0.115260543	8198	NA		
SNTG2	0.144427983	5677	NA		
SNW1	0.155881126	5035.5	NA		
SNX1	0.096176825	11724	NA		
SNX10	0.112629347	8624	NA		
SNX12	0.114016757	8356	NA		
SNX13	0.131687274	6542	NA		
SNX14	0.108299379	9582	NA		
SNX15	0.153728985	5162	NA		
SNX16	0.124803531	7105	NA		
SNX17	0.116704307	8019	NA		
SNX18	0.097969978	11472	NA		
SNX19	0.097294441	11562	NA		
SNX2	0.131697165	6539	NA		
SNX20	0.107828826	9695	NA		
SNX21	0.094019127	12049	NA		
SNX22	0.081418422	13298	NA		
SNX24	0.104657226	10355	NA		
SNX25	0.074213837	13646	NA		
SNX26	0.133420525	6411	NA		
SNX27	0.085113456	12997	NA		
SNX3	0.155881126	5035.5	NA		
SNX31	0.061379464	13979	lof-tolerant		
SNX32	0.111639775	8861	NA		
SNX33	0.115257052	8199	NA		
SNX4	0.145039176	5636	NA		
SNX5	0.207816011	3382	NA		
SNX6	0.097298119	11561	NA		
SNX7	0.087520238	12774	NA		
SNX8	0.113656608	8402	NA		
SNX9	0.179648899	4134	NA		
SOAT1	0.501067766	914	NA		
SOAT2	0.209731323	3345	NA		
SOBP	0.104241392	10439	NA		
SOCS1	0.544291719	779	NA		
SOCS2	0.48184923	981	NA		
SOCS3	0.654958126	493	NA		
SOCS4	0.160334572	4839	NA		
SOCS5	0.232276595	2909	NA		
SOCS6	0.175050256	4293	NA		
SOCS7	0.157268243	4961	NA		
SOD1	0.953837418	61	NA		
SOD3	0.106161477	10045	NA		
SOHLH1	0.085559884	12962	NA		
SOHLH2	0.082030174	13248	NA		
SOLH	0.120097103	7613	NA		
SON	0.10113373	10969	NA		
SORBS1	0.161559938	4790	NA		
SORBS2	0.136686433	6151	NA		
SORBS3	0.162788892	4746	NA		
SORCS1	0.135656723	6245	NA		
SORCS2	0.099648979	11221	NA		
SORCS3	0.108257574	9590.5	NA		
SORD	0.603089729	617	NA		
SORT1	0.285349506	2170	NA		
SOS1	0.384147376	1438	NA		
SOS2	0.11519373	8204	NA		
SOST	0.405108728	1312	recessive		
SOSTDC1	0.157687872	4947	NA		
SOX10	0.450518506	1101	NA		
SOX11	0.153950755	5152	NA		
SOX13	0.146525995	5551	NA		
SOX14	0.129717038	6696	NA		
SOX17	0.226283603	3027	NA		
SOX18	0.146726858	5532	NA		
SOX2	0.585720539	657	NA		
SOX3	0.399044019	1346	NA		
SOX30	0.095929161	11752	NA		
SOX4	0.259915145	2485.5	NA		
SOX5	0.178212948	4182.5	NA		
SOX6	0.187627262	3905	NA		
SOX7	0.137758234	6096	NA		
SOX9	0.835765323	199	NA		
SP1	0.767346406	293	NA		
SP140	0.062181004	13967	NA		
SP2	0.287399888	2146	NA		
SP3	0.191145332	3820	NA		
SP4	0.231017253	2930	NA		
SP5	0.116463382	8050	NA		
SP6	0.110160204	9178	NA		
SP7	0.30954843	1958	NA		
SP8	0.154841204	5107	NA		
SPA17	0.05144661	14057	NA		
SPACA1	0.102814822	10695	NA		
SPACA3	0.072849447	13704	NA		
SPACA4	0.107262913	9808	NA		
SPACA5	0.103251233	10608.5	NA		
SPACA5B	0.103251233	10608.5	NA		
SPAG1	0.16845263	4536	NA		
SPAG16	0.10925688	9369	NA		
SPAG4	0.110920103	9024	NA		
SPAG4L	0.090598217	12457	NA		
SPAG5	0.13487504	6294	NA		
SPAG6	0.107237349	9820	NA		
SPAG7	0.139817107	5971	NA		
SPAG8	0.105408047	10185	NA		
SPAG9	0.199651324	3597	NA		
SPAM1	0.12225898	7379	NA		
SPANXN2	0.066176286	13893	NA		
SPANXN4	0.071706836	13742	NA		
SPARC	0.76485751	298	NA		
SPARCL1	0.087037539	12821	NA		
SPAST	0.197776733	3638	NA		
SPATA1	0.100739375	11031	NA		
SPATA13	0.111809418	8824	NA		
SPATA17	0.088206084	12712	NA		
SPATA18	0.079483853	13407	NA		
SPATA19	0.079319065	13416	NA		
SPATA2	0.106582744	9961	NA		
SPATA20	0.155407083	5086	NA		
SPATA22	0.081053796	13327	NA		
SPATA2L	0.109734966	9277	NA		
SPATA4	0.060885797	13984	NA		
SPATA5	0.108056712	9640	NA		
SPATA5L1	0.089585934	12577	NA		
SPATA6	0.103518022	10566	NA		
SPATA7	0.123557282	7253	NA		
SPATC1	0.087026916	12822	NA		
SPATS1	0.080596048	13359	NA		
SPATS2	0.084945909	13017	NA		
SPC24	0.118891337	7726	NA		
SPC25	0.118095035	7840.5	NA		
SPCS1	0.116400766	8059	NA		
SPCS2	0.117537957	7928	NA		
SPCS3	0.10812557	9631	NA		
SPDEF	0.162873615	4745	NA		
SPDYA	0.083882139	13101	NA		
SPEF1	0.104000573	10478	NA		
SPEF2	0.111869485	8812	NA		
SPEG	0.127982286	6838	NA		
SPEN	0.159723361	4864	NA		
SPERT	0.103935346	10487	lof-tolerant		
SPESP1	0.073379957	13683	NA		
SPG11	0.112804617	8519	recessive		
SPG20	0.107625628	9731	recessive		
SPG21	0.236645626	2824	recessive		
SPHK1	0.23621793	2834	NA		
SPHK2	0.152797319	5203	NA		
SPHKAP	0.087651903	12761	NA		
SPI1	0.668209214	466	NA		
SPIB	0.186040495	3967	NA		
SPIC	0.107599694	9737	NA		
SPIN1	0.109556131	9313	NA		
SPIN2A	0.120856926	7539	NA		
SPIN2B	0.118783005	7740	NA		
SPIN3	0.134250732	6353	NA		
SPINK1	0.179443354	4142	NA		
SPINK5	0.292856354	2084	recessive		
SPINK7	0.099301942	11274	NA		
SPINK9	0.09395048	12057	NA		
SPINLW1	0.090062293	12521.5	NA		
SPINT1	0.168719141	4523	NA		
SPINT2	0.335187845	1772	NA		
SPINT4	0.070079139	13801	NA		
SPIRE1	0.094445453	11988	NA		
SPIRE2	0.104684315	10349	NA		
SPN	0.494540906	931	NA		
SPNS1	0.300239338	2026	NA		
SPNS2	0.110065405	9206.5	NA		
SPNS3	0.087499505	12775	NA		
SPO11	0.16446869	4670	NA		
SPOCK1	0.206270361	3419	NA		
SPOCK2	0.151799395	5253	NA		
SPOCK3	0.118852038	7732	NA		
SPON1	0.235139978	2850	NA		
SPOP	0.186193481	3952.5	NA		
SPOPL	0.116210364	8085	NA		
SPP1	0.855799771	167	NA		
SPR	0.22813141	3003	recessive		
SPRED1	0.092060265	12288	NA		
SPRED2	0.129717038	6696	NA		
SPRED3	0.081367168	13302	NA		
SPRR1A	0.136456413	6157	NA		
SPRR1B	0.127741806	6870	NA		
SPRR2B	0.058730248	14002	NA		
SPRR3	0.066001538	13900	NA		
SPRR4	0.052630948	14047	NA		
SPRY1	0.174703629	4304	NA		
SPRY3	0.114804903	8255	NA		
SPRY4	0.141901359	5843	NA		
SPRYD3	0.086829359	12844	NA		
SPRYD4	0.072124161	13728.5	NA		
SPRYD5	0.075846217	13587	NA		
SPSB1	0.147753155	5473	NA		
SPSB3	0.12253479	7343	NA		
SPSB4	0.140448486	5927	NA		
SPTA1	0.086866629	12836	NA		
SPTAN1	0.391122972	1377	NA		
SPTB	0.330196276	1794	NA		
SPTBN1	0.371406052	1514	NA		
SPTBN2	0.205110845	3446	NA		
SPTBN4	0.151977057	5247	NA		
SPTBN5	0.120910611	7533	lof-tolerant		
SPTLC1	0.225083456	3043	NA		
SPTLC2	0.199603363	3599	NA		
SPTLC3	0.127805971	6858	NA		
SPZ1	0.072198668	13725	NA		
SQLE	0.328533565	1803	NA		
SQRDL	0.253464068	2576	NA		
SQSTM1	0.236972935	2818	NA		
SRA1	0.088183076	12716	NA		
SRC	0.995243804	11	NA		
SRCAP	0.077114516	13528	NA		
SRCRB4D	0.163327295	4702	NA		
SRD5A2	0.318533063	1879	recessive		
SRD5A3	0.103168042	10630	NA		
SREBF1	0.800169031	243	NA		
SREBF2	0.473897803	1018	NA		
SRF	0.404187462	1317	NA		
SRFBP1	0.137431608	6117	NA		
SRGAP1	0.135884977	6209	NA		
SRGAP2	0.155821193	5063	NA		
SRGAP3	0.142064809	5836	NA		
SRGN	0.215867016	3222	NA		
SRI	0.157909239	4935	NA		
SRL	0.210429366	3331	NA		
SRM	0.29083881	2105	NA		
SRMS	0.238101232	2800	NA		
SRP14	0.1329222	6451	NA		
SRP19	0.157496933	4950	NA		
SRP54	0.291995484	2093	NA		
SRP68	0.121150321	7498	NA		
SRP72	0.137496188	6110	NA		
SRP9	0.164362073	4672	NA		
SRP9L1	0.108300815	9581	NA		
SRPK1	0.110154568	9179	NA		
SRPK2	0.12361752	7251	NA		
SRPK3	0.111727482	8840	NA		
SRPR	0.159819604	4858	NA		
SRPRB	0.10090643	10998	NA		
SRPX	0.135724913	6239	NA		
SRPX2	0.138490911	6049	NA		
SRR	0.219608683	3156	NA		
SRRD	0.094195074	12023	NA		
SRRM1	0.113019754	8491	NA		
SRRM2	0.234647021	2862	NA		
SS18	0.121413044	7473	NA		
SS18L1	0.103874122	10500	NA		
SS18L2	0.102251786	10795	NA		
SSB	0.392849983	1370	NA		
SSBP1	0.161117187	4810	NA		
SSBP2	0.123788961	7209	NA		
SSBP3	0.083952582	13093	NA		
SSBP4	0.10821144	9607	NA		
SSFA2	0.100027068	11141	NA		
SSH1	0.11460915	8283	NA		
SSH2	0.09592049	11757	NA		
SSH3	0.09727061	11568	NA		
SSNA1	0.138906939	6022	NA		
SSPN	0.222809802	3085	NA		
SSR1	0.186758653	3924	NA		
SSR2	0.172507191	4384	NA		
SSR3	0.129717038	6696	NA		
SSR4	0.446417724	1126	NA		
