pathway	source	ensembl_ids
Abortive elongation of HIV-1 transcript in the absence of Tat	PID	ENSG00000163882,ENSG00000005075,ENSG00000181222,ENSG00000185049,ENSG00000188986,ENSG00000188342,ENSG00000100142,ENSG00000105258,ENSG00000101158,ENSG00000114503,ENSG00000099817,ENSG00000047315,ENSG00000147669,ENSG00000060069,ENSG00000125651,ENSG00000144231,ENSG00000177700,ENSG00000136937,ENSG00000168002,ENSG00000213246,ENSG00000204356,ENSG00000102978
Effects of Botulinum toxin	PID	ENSG00000136854,ENSG00000106089,ENSG00000198722,ENSG00000132639,ENSG00000079841,ENSG00000220205,ENSG00000118873,ENSG00000067715,ENSG00000138435
Cleavage of the damaged purine	PID	ENSG00000103152,ENSG00000132781,ENSG00000114026
ketolysis	HumanCyc	ENSG00000120437,ENSG00000075239,ENSG00000161267,ENSG00000083720,ENSG00000164039,ENSG00000138029
NAD <i>de novo</i> biosynthesis	HumanCyc	ENSG00000172890,ENSG00000117009,ENSG00000173614,ENSG00000115919,ENSG00000183077,ENSG00000163864,ENSG00000103485,ENSG00000162882,ENSG00000157064
Regulation of Androgen receptor activity	PID	ENSG00000204371,ENSG00000080503,ENSG00000150907,ENSG00000079387,ENSG00000245848,ENSG00000122515,ENSG00000120798,ENSG00000114166,ENSG00000123143,ENSG00000140396,ENSG00000172977,ENSG00000107643,ENSG00000116478,ENSG00000160191,ENSG00000159184,ENSG00000173473,ENSG00000142515,ENSG00000122779,ENSG00000108984,ENSG00000073584,ENSG00000062725,ENSG00000184012,ENSG00000143171,ENSG00000112062,ENSG00000177606,ENSG00000142453,ENSG00000005339,ENSG00000197122,ENSG00000136504,ENSG00000100393,ENSG00000086061,ENSG00000080824,ENSG00000177463,ENSG00000184895,ENSG00000096717,ENSG00000169083,ENSG00000143190,ENSG00000084676,ENSG00000204628,ENSG00000167751,ENSG00000186350,ENSG00000113580,ENSG00000120738,ENSG00000082701,ENSG00000061273,ENSG00000124664,ENSG00000162924,ENSG00000169297,ENSG00000135679,ENSG00000065559,ENSG00000204231
Regulation of Gene Expression by Hypoxia-inducible Factor	Reactome	ENSG00000124440,ENSG00000143437,ENSG00000100644,ENSG00000116016
Regulation of Hypoxia-inducible Factor (HIF) by Oxygen	Reactome	ENSG00000143947,ENSG00000100387,ENSG00000103363,ENSG00000170315,ENSG00000131508,ENSG00000154582,ENSG00000108094,ENSG00000150991,ENSG00000166135,ENSG00000143437,ENSG00000129521,ENSG00000221983,ENSG00000269858,ENSG00000124440,ENSG00000134086,ENSG00000072401,ENSG00000135766,ENSG00000100644,ENSG00000116016,ENSG00000109332
Cellular response to hypoxia	Reactome	ENSG00000143947,ENSG00000100387,ENSG00000103363,ENSG00000170315,ENSG00000131508,ENSG00000154582,ENSG00000108094,ENSG00000150991,ENSG00000166135,ENSG00000143437,ENSG00000129521,ENSG00000221983,ENSG00000269858,ENSG00000124440,ENSG00000134086,ENSG00000072401,ENSG00000135766,ENSG00000100644,ENSG00000116016,ENSG00000109332
Synthesis of Dolichyl-phosphate	PID	ENSG00000175283,ENSG00000167130
Mitotic Metaphase/Anaphase Transition	PID	ENSG00000108055,ENSG00000118007,ENSG00000112029,ENSG00000100918,ENSG00000166851,ENSG00000072501,ENSG00000164754,ENSG00000101972
DNA Damage Reversal	PID	ENSG00000170430
Disinhibition of SNARE formation	PID	ENSG00000116266,ENSG00000103496
Leukotriene synthesis	PID	ENSG00000012779,ENSG00000162889,ENSG00000099998,ENSG00000213316,ENSG00000167261,ENSG00000103222,ENSG00000111144
Glucocorticoid biosynthesis	Reactome	ENSG00000160882,ENSG00000179142,ENSG00000115138,ENSG00000117594,ENSG00000148795,ENSG00000231852,ENSG00000203859,ENSG00000203857
il-10 anti-inflammatory signaling pathway	PID	ENSG00000136244,ENSG00000090013,ENSG00000197442,ENSG00000162434,ENSG00000115008,ENSG00000243646,ENSG00000100292,ENSG00000110324,ENSG00000108984,ENSG00000106605,ENSG00000232810,ENSG00000136634,ENSG00000112062
Facilitative Na+-independent glucose transporters	PID	ENSG00000163581
Regulation of DNA replication	PID	ENSG00000221983,ENSG00000170315,ENSG00000143947,ENSG00000150991
Class II GLUTs	PID	ENSG00000142583,ENSG00000109667
Mitotic Telophase /Cytokinesis	PID	ENSG00000112984,ENSG00000166851,ENSG00000137807,ENSG00000090273
multiple antiapoptotic pathways from igf-1r signaling lead to bad phosphorylation	PID	ENSG00000169047,ENSG00000115904,ENSG00000017427,ENSG00000160691,ENSG00000121879,ENSG00000174775,ENSG00000140443,ENSG00000145675,ENSG00000102882,ENSG00000177885,ENSG00000132155,ENSG00000128245,ENSG00000002330
Tie2 Signaling	PID	ENSG00000147443,ENSG00000115290,ENSG00000115904,ENSG00000160691,ENSG00000101280,ENSG00000120156,ENSG00000141738,ENSG00000154188,ENSG00000091879,ENSG00000179295,ENSG00000177885
FOXM1 transcription factor network	PID	ENSG00000170312,ENSG00000185591,ENSG00000111206,ENSG00000183765,ENSG00000117650,ENSG00000169032,ENSG00000125817,ENSG00000139687,ENSG00000166851,ENSG00000091831,ENSG00000204388,ENSG00000136997,ENSG00000157456,ENSG00000163235,ENSG00000204389,ENSG00000145386,ENSG00000173207,ENSG00000105173,ENSG00000170345,ENSG00000117724,ENSG00000005339,ENSG00000089685,ENSG00000072736,ENSG00000178999,ENSG00000100393,ENSG00000105723,ENSG00000073050,ENSG00000169856,ENSG00000135446,ENSG00000087245,ENSG00000101224,ENSG00000123374,ENSG00000180447,ENSG00000115163,ENSG00000112769,ENSG00000244405,ENSG00000110092,ENSG00000146047,ENSG00000145604,ENSG00000139618,ENSG00000147889,ENSG00000134057
Alpha6 beta4 integrin-ligand interactions	PID	ENSG00000058085,ENSG00000101680,ENSG00000130702,ENSG00000172037,ENSG00000135862,ENSG00000132470,ENSG00000091136,ENSG00000053747,ENSG00000196569,ENSG00000091409,ENSG00000196878
IL-23 signaling	INOH	ENSG00000113302,ENSG00000096996,ENSG00000096968,ENSG00000105397,ENSG00000168610,ENSG00000138378
Arf6 downstream pathway	PID	ENSG00000160145,ENSG00000103769,ENSG00000090565,ENSG00000067560,ENSG00000100030,ENSG00000011422,ENSG00000075651,ENSG00000129219,ENSG00000143761,ENSG00000143398,ENSG00000136238,ENSG00000239672,ENSG00000165527,ENSG00000102882,ENSG00000156299
Attachment of GPI anchor to uPAR	PID	ENSG00000011422,ENSG00000142892,ENSG00000197121,ENSG00000101464,ENSG00000197858,ENSG00000087111,ENSG00000124155
Nuclear Receptor transcription pathway	PID	ENSG00000125686
Repair synthesis of patch ~27-30 bases long  by DNA polymerase	PID	ENSG00000132646,ENSG00000175482,ENSG00000133119,ENSG00000077514,ENSG00000035928,ENSG00000062822,ENSG00000100479,ENSG00000111445,ENSG00000177084,ENSG00000117748,ENSG00000163918,ENSG00000049541,ENSG00000132383,ENSG00000106399,ENSG00000106628
Alpha4 beta1 integrin signaling events	PID	ENSG00000115414,ENSG00000072062,ENSG00000042980,ENSG00000169398,ENSG00000132670,ENSG00000136754,ENSG00000165527,ENSG00000160593,ENSG00000215305,ENSG00000120899,ENSG00000186340,ENSG00000050820,ENSG00000188191,ENSG00000137076,ENSG00000167193,ENSG00000164924,ENSG00000125414,ENSG00000197122,ENSG00000170458,ENSG00000108946,ENSG00000142875,ENSG00000110651,ENSG00000162692,ENSG00000150093,ENSG00000118785,ENSG00000108262,ENSG00000154721,ENSG00000089159,ENSG00000162729,ENSG00000137801,ENSG00000136238,ENSG00000115232,ENSG00000110492,ENSG00000150760
Transcriptional  activation of  cell cycle inhibitor p21	PID	ENSG00000141510,ENSG00000124762
Estrogen biosynthesis	PID	ENSG00000137869
Transcription of the HIV genome	PID	ENSG00000103363,ENSG00000111358,ENSG00000104884,ENSG00000092201,ENSG00000105656,ENSG00000177700,ENSG00000005075,ENSG00000082258,ENSG00000181222,ENSG00000110768,ENSG00000185049,ENSG00000145736,ENSG00000136807,ENSG00000141384,ENSG00000130699,ENSG00000134480,ENSG00000134058,ENSG00000020426,ENSG00000112592,ENSG00000153767,ENSG00000188342,ENSG00000148835,ENSG00000100142,ENSG00000105258,ENSG00000099817,ENSG00000114503,ENSG00000149136,ENSG00000101158,ENSG00000064995,ENSG00000147133,ENSG00000163161,ENSG00000085231,ENSG00000047315,ENSG00000147669,ENSG00000106290,ENSG00000060069,ENSG00000166337,ENSG00000197780,ENSG00000165417,ENSG00000144231,ENSG00000163882,ENSG00000136937,ENSG00000120656,ENSG00000230409,ENSG00000168002,ENSG00000187735,ENSG00000213246,ENSG00000140307,ENSG00000011007,ENSG00000197265,ENSG00000137947,ENSG00000213780,ENSG00000204356,ENSG00000102978,ENSG00000125651,ENSG00000129315,ENSG00000154582,ENSG00000188986
Activation, myristolyation of BID and translocation to mitochondria	PID	ENSG00000136448,ENSG00000100453,ENSG00000015475,ENSG00000064012
Recycling pathway of L1	Reactome	ENSG00000197959,ENSG00000187164,ENSG00000196961,ENSG00000198910,ENSG00000162302,ENSG00000100784,ENSG00000226650,ENSG00000107295,ENSG00000133961,ENSG00000090889,ENSG00000106976,ENSG00000071242,ENSG00000100030,ENSG00000177189,ENSG00000072133,ENSG00000161203,ENSG00000079805,ENSG00000183020,ENSG00000197122,ENSG00000092964,ENSG00000137710,ENSG00000042753,ENSG00000092820,ENSG00000006125,ENSG00000147065,ENSG00000117676,ENSG00000122705
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	Reactome	ENSG00000108840,ENSG00000170315,ENSG00000094631,ENSG00000048052,ENSG00000078747,ENSG00000110042,ENSG00000164683,ENSG00000196498,ENSG00000147099,ENSG00000113558,ENSG00000108773,ENSG00000091073,ENSG00000163517,ENSG00000148400,ENSG00000109670,ENSG00000133961,ENSG00000141480,ENSG00000185559,ENSG00000150991,ENSG00000205155,ENSG00000100429,ENSG00000221983,ENSG00000100603,ENSG00000140332,ENSG00000068024,ENSG00000171720,ENSG00000163909,ENSG00000100644,ENSG00000162736,ENSG00000184384,ENSG00000005339,ENSG00000196591,ENSG00000143801,ENSG00000197921,ENSG00000065717,ENSG00000196781,ENSG00000100393,ENSG00000141027,ENSG00000055130,ENSG00000184916,ENSG00000013619,ENSG00000196782,ENSG00000177565,ENSG00000117362,ENSG00000161021,ENSG00000137486,ENSG00000112237,ENSG00000128917,ENSG00000187957,ENSG00000214357,ENSG00000116478,ENSG00000018236,ENSG00000143947,ENSG00000106829,ENSG00000198719,ENSG00000107954,ENSG00000135547,ENSG00000197530,ENSG00000151694,ENSG00000100387,ENSG00000114315,ENSG00000132964,ENSG00000101752,ENSG00000114166,ENSG00000061273,ENSG00000136997,ENSG00000168214,ENSG00000135144,ENSG00000101849,ENSG00000138613,ENSG00000137845,ENSG00000101384
APOBEC3G mediated resistance to HIV-1 infection	Reactome	ENSG00000239713,ENSG00000137309,ENSG00000196262,ENSG00000198618,ENSG00000175334,ENSG00000164985,ENSG00000128394
eumelanin biosynthesis	HumanCyc	ENSG00000107165,ENSG00000077498,ENSG00000144935,ENSG00000080166
IL4-mediated signaling events	PID	ENSG00000134954,ENSG00000131724,ENSG00000198793,ENSG00000173757,ENSG00000166888,ENSG00000162434,ENSG00000185591,ENSG00000160691,ENSG00000108443,ENSG00000112038,ENSG00000168918,ENSG00000163515,ENSG00000177885,ENSG00000136634,ENSG00000161905,ENSG00000118513,ENSG00000126561,ENSG00000211891,ENSG00000154096,ENSG00000185697,ENSG00000211897,ENSG00000211896,ENSG00000147443,ENSG00000142208,ENSG00000096968,ENSG00000226979,ENSG00000112062,ENSG00000172216,ENSG00000185950,ENSG00000182511,ENSG00000123496,ENSG00000121879,ENSG00000137265,ENSG00000137309,ENSG00000066336,ENSG00000113525,ENSG00000104921,ENSG00000171552,ENSG00000113520,ENSG00000111732,ENSG00000185338,ENSG00000110395,ENSG00000122877,ENSG00000145675,ENSG00000111679,ENSG00000077238,ENSG00000172156,ENSG00000006606,ENSG00000160180,ENSG00000147168,ENSG00000173193,ENSG00000118520,ENSG00000164692,ENSG00000184557,ENSG00000113916,ENSG00000259207,ENSG00000122034,ENSG00000105639,ENSG00000171150,ENSG00000174175,ENSG00000102245,ENSG00000108821,ENSG00000169047,ENSG00000162896,ENSG00000102970
NrCAM interactions	PID	ENSG00000184144,ENSG00000118257,ENSG00000029534,ENSG00000091129
C-MYB transcription factor network	PID	ENSG00000134954,ENSG00000138795,ENSG00000064393,ENSG00000196415,ENSG00000107485,ENSG00000245848,ENSG00000002822,ENSG00000185591,ENSG00000140836,ENSG00000100284,ENSG00000171791,ENSG00000005339,ENSG00000138794,ENSG00000182578,ENSG00000073756,ENSG00000170425,ENSG00000005381,ENSG00000118513,ENSG00000134184,ENSG00000075415,ENSG00000105967,ENSG00000135341,ENSG00000169375,ENSG00000221869,ENSG00000196092,ENSG00000179588,ENSG00000087095,ENSG00000111276,ENSG00000125084,ENSG00000174775,ENSG00000145826,ENSG00000197561,ENSG00000124762,ENSG00000122218,ENSG00000010610,ENSG00000130726,ENSG00000157557,ENSG00000055208,ENSG00000102145,ENSG00000138814,ENSG00000157933,ENSG00000133101,ENSG00000023445,ENSG00000141582,ENSG00000103275,ENSG00000114315,ENSG00000109971,ENSG00000066336,ENSG00000141027,ENSG00000137193,ENSG00000104738,ENSG00000147889,ENSG00000178573,ENSG00000080503,ENSG00000127337,ENSG00000175097,ENSG00000140575,ENSG00000168906,ENSG00000049130,ENSG00000131788,ENSG00000213281,ENSG00000196839,ENSG00000157404,ENSG00000172216,ENSG00000164032,ENSG00000111046,ENSG00000164692,ENSG00000197157,ENSG00000133703,ENSG00000110092,ENSG00000136997,ENSG00000100324,ENSG00000105810,ENSG00000166825,ENSG00000070961,ENSG00000129152,ENSG00000133742,ENSG00000171497,ENSG00000171611,ENSG00000090382,ENSG00000122705,ENSG00000174059,ENSG00000134057,ENSG00000100393
mRNA Processing	PID	ENSG00000163161,ENSG00000111358,ENSG00000104884,ENSG00000134480,ENSG00000020426,ENSG00000134058,ENSG00000213780,ENSG00000110768,ENSG00000145736
Stabilization of p53	PID	ENSG00000141510,ENSG00000149311,ENSG00000135679
Ephrin A  reverse signaling	PID	ENSG00000010810,ENSG00000145242,ENSG00000184349
Amino acid transport across the plasma membrane	PID	ENSG00000164363,ENSG00000111371,ENSG00000072041,ENSG00000103064,ENSG00000112394,ENSG00000188338,ENSG00000139209,ENSG00000003989,ENSG00000105281,ENSG00000130876,ENSG00000167703,ENSG00000149150,ENSG00000155465,ENSG00000115902,ENSG00000138079,ENSG00000103257,ENSG00000123643,ENSG00000111181,ENSG00000163817,ENSG00000092068,ENSG00000017483,ENSG00000139514,ENSG00000168003,ENSG00000151012,ENSG00000131389,ENSG00000186335,ENSG00000174358,ENSG00000134294,ENSG00000021488,ENSG00000165349,ENSG00000087916
chrebp regulation by carbohydrates and camp	PID	ENSG00000114302,ENSG00000165059,ENSG00000136160,ENSG00000170214,ENSG00000106617,ENSG00000111725,ENSG00000103740,ENSG00000171051,ENSG00000131791,ENSG00000166743,ENSG00000005249,ENSG00000183625,ENSG00000172156,ENSG00000168539,ENSG00000147246,ENSG00000078369,ENSG00000009950,ENSG00000087460,ENSG00000175591,ENSG00000121966,ENSG00000160791,ENSG00000143627,ENSG00000112640,ENSG00000132356,ENSG00000162409,ENSG00000181929,ENSG00000188191,ENSG00000108946,ENSG00000142875,ENSG00000160951,ENSG00000078401,ENSG00000164742,ENSG00000180772,ENSG00000107562,ENSG00000127928,ENSG00000135744,ENSG00000169252,ENSG00000129277,ENSG00000197262,ENSG00000205020,ENSG00000180210,ENSG00000151617
il 6 signaling pathway	PID	ENSG00000115904,ENSG00000162434,ENSG00000160691,ENSG00000138095,ENSG00000174775,ENSG00000096968,ENSG00000160712,ENSG00000105639,ENSG00000168610,ENSG00000179295,ENSG00000177885,ENSG00000172216,ENSG00000136244
EPHA2 forward signaling	PID	ENSG00000142627,ENSG00000197122,ENSG00000160293,ENSG00000067560,ENSG00000169398,ENSG00000050820,ENSG00000143727,ENSG00000160691,ENSG00000121879,ENSG00000149269,ENSG00000136238,ENSG00000165458,ENSG00000145675,ENSG00000160007,ENSG00000177885,ENSG00000156299,ENSG00000134215,ENSG00000169242
Regulation of Insulin Secretion by Fatty Acids Bound to GPR40 (FFAR1)	Reactome	ENSG00000060558,ENSG00000126266,ENSG00000088256,ENSG00000149782,ENSG00000156049,ENSG00000182621,ENSG00000137841,ENSG00000156052
ATR signaling pathway	PID	ENSG00000113575,ENSG00000104320,ENSG00000172613,ENSG00000136273,ENSG00000149554,ENSG00000105568,ENSG00000051180,ENSG00000158402,ENSG00000144554,ENSG00000075131,ENSG00000111602,ENSG00000132383,ENSG00000113456,ENSG00000166851,ENSG00000092853,ENSG00000164045,ENSG00000166913,ENSG00000166508,ENSG00000145386,ENSG00000133119,ENSG00000156475,ENSG00000163781,ENSG00000117748,ENSG00000135679,ENSG00000164924,ENSG00000073111,ENSG00000175054,ENSG00000138375,ENSG00000111445,ENSG00000123374,ENSG00000049541,ENSG00000164053,ENSG00000110274,ENSG00000139618,ENSG00000152942,ENSG00000163918,ENSG00000094804
RAF phosphorylates MEK	PID	ENSG00000166913,ENSG00000132155,ENSG00000126934,ENSG00000169032
role of ppar-gamma coactivators in obesity and thermogenesis	PID	ENSG00000125686,ENSG00000175445,ENSG00000140396,ENSG00000132170,ENSG00000186350
Complement cascade	PID	ENSG00000106804,ENSG00000166278,ENSG00000244731
phosphoinositides and their downstream targets	PID	ENSG00000171132,ENSG00000160293,ENSG00000254087,ENSG00000141959,ENSG00000161835,ENSG00000067057,ENSG00000124181,ENSG00000105723,ENSG00000142208,ENSG00000082701,ENSG00000122034,ENSG00000144566,ENSG00000102189,ENSG00000108443,ENSG00000140992,ENSG00000143761,ENSG00000136238,ENSG00000002330,ENSG00000067606,ENSG00000152556,ENSG00000010671
fmlp induced chemokine gene expression in hmc-1 cells	PID	ENSG00000149269,ENSG00000126934,ENSG00000116701,ENSG00000100906,ENSG00000166501,ENSG00000171051,ENSG00000102882,ENSG00000058404,ENSG00000100030,ENSG00000120910,ENSG00000174775,ENSG00000004660,ENSG00000169032,ENSG00000108984,ENSG00000173039,ENSG00000112062,ENSG00000132155,ENSG00000154229,ENSG00000060558,ENSG00000107758,ENSG00000131196,ENSG00000182621,ENSG00000034152,ENSG00000126767,ENSG00000139144,ENSG00000138814,ENSG00000136238,ENSG00000078369,ENSG00000110931,ENSG00000127928
Signaling by PDGF	PID	ENSG00000134853,ENSG00000104368,ENSG00000113721,ENSG00000140564,ENSG00000100311,ENSG00000182578
IL6-mediated signaling events	PID	ENSG00000125347,ENSG00000033800,ENSG00000102265,ENSG00000162434,ENSG00000143384,ENSG00000175899,ENSG00000136244,ENSG00000177885,ENSG00000177606,ENSG00000101336,ENSG00000221869,ENSG00000132334,ENSG00000185386,ENSG00000142208,ENSG00000096968,ENSG00000108984,ENSG00000105397,ENSG00000033327,ENSG00000170345,ENSG00000179295,ENSG00000112062,ENSG00000172216,ENSG00000115415,ENSG00000115904,ENSG00000187098,ENSG00000171557,ENSG00000121879,ENSG00000171552,ENSG00000160712,ENSG00000134352,ENSG00000109458,ENSG00000150907,ENSG00000168610,ENSG00000145675,ENSG00000171223,ENSG00000141968,ENSG00000131788,ENSG00000132693,ENSG00000166598,ENSG00000163932,ENSG00000143013,ENSG00000120659,ENSG00000184557,ENSG00000136997,ENSG00000136238,ENSG00000065559,ENSG00000129988
Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA	PID	ENSG00000138796,ENSG00000115361,ENSG00000084754,ENSG00000127884,ENSG00000138029
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	PID	ENSG00000164162,ENSG00000196510,ENSG00000105325,ENSG00000094880,ENSG00000117399,ENSG00000153107,ENSG00000130177,ENSG00000004897,ENSG00000175063,ENSG00000176386,ENSG00000176248,ENSG00000141552,ENSG00000053900,ENSG00000072401,ENSG00000170142
Alternative NF-kappaB pathway	PID	ENSG00000006062,ENSG00000104856,ENSG00000166167,ENSG00000213341,ENSG00000077150,ENSG00000109320
Glutamate Neurotransmitter Release Cycle	Reactome	ENSG00000106688,ENSG00000136854,ENSG00000135423,ENSG00000105649,ENSG00000168993,ENSG00000198722,ENSG00000104888,ENSG00000132639,ENSG00000079841,ENSG00000115419,ENSG00000220205,ENSG00000105143,ENSG00000067715,ENSG00000106089,ENSG00000134294,ENSG00000162383
EGFR-dependent Endothelin signaling events	PID	ENSG00000146648,ENSG00000198793,ENSG00000115904,ENSG00000160691,ENSG00000174775,ENSG00000078401,ENSG00000177885,ENSG00000151617,ENSG00000138798
Ras signaling in the CD4+ TCR pathway	PID	ENSG00000126767,ENSG00000107968,ENSG00000100030,ENSG00000133703,ENSG00000157764,ENSG00000174775,ENSG00000169032,ENSG00000166501,ENSG00000170345,ENSG00000102882,ENSG00000143851,ENSG00000132155,ENSG00000154229,ENSG00000213281
Endothelins	PID	ENSG00000162104,ENSG00000065675,ENSG00000136160,ENSG00000107643,ENSG00000087258,ENSG00000173175,ENSG00000124205,ENSG00000174775,ENSG00000171132,ENSG00000166501,ENSG00000087460,ENSG00000102882,ENSG00000027075,ENSG00000177606,ENSG00000120899,ENSG00000065135,ENSG00000141404,ENSG00000100030,ENSG00000050820,ENSG00000136238,ENSG00000142208,ENSG00000096968,ENSG00000169032,ENSG00000126583,ENSG00000137672,ENSG00000170345,ENSG00000112062,ENSG00000132155,ENSG00000154229,ENSG00000156052,ENSG00000127955,ENSG00000060558,ENSG00000116711,ENSG00000197122,ENSG00000090020,ENSG00000067560,ENSG00000174233,ENSG00000149782,ENSG00000155897,ENSG00000196611,ENSG00000152207,ENSG00000078295,ENSG00000138031,ENSG00000121281,ENSG00000078401,ENSG00000146535,ENSG00000182621,ENSG00000114353,ENSG00000164742,ENSG00000167193,ENSG00000129467,ENSG00000127129,ENSG00000070831,ENSG00000163932,ENSG00000088256,ENSG00000173198,ENSG00000066230,ENSG00000126934,ENSG00000156049,ENSG00000168542,ENSG00000128266,ENSG00000164692,ENSG00000151617,ENSG00000137841
